Date,Close,High,Low,Open,Volume
,RATE,RATE,RATE,RATE,RATE
2024-06-03,2.498714,2.507500,2.491218,2.500000,0
2024-06-04,2.500711,2.508213,2.491218,2.498714,0
2024-06-05,2.501499,2.509004,2.493209,2.500711,0
2024-06-06,2.501462,2.509004,2.493957,2.501499,0
2024-06-07,2.502356,2.509863,2.493957,2.501462,0
2024-06-10,2.504145,2.511658,2.494849,2.502356,0
2024-06-11,2.503250,2.511658,2.495740,2.504145,0
2024-06-12,2.502619,2.510760,2.495111,2.503250,0
2024-06-13,2.502094,2.510127,2.494588,2.502619,0
2024-06-14,2.500098,2.509601,2.492597,2.502094,0
2024-06-17,2.500774,2.508277,2.492597,2.500098,0
2024-06-18,2.500264,2.508277,2.492763,2.500774,0
2024-06-19,2.499215,2.507765,2.491718,2.500264,0
2024-06-20,2.498020,2.506713,2.490526,2.499215,0
2024-06-21,2.499828,2.507328,2.490526,2.498020,0
2024-06-24,2.500760,2.508263,2.492329,2.499828,0
2024-06-25,2.501234,2.508738,2.493258,2.500760,0
2024-06-26,2.500144,2.508738,2.492643,2.501234,0
2024-06-27,2.500387,2.507888,2.492643,2.500144,0
2024-06-28,2.499960,2.507888,2.492460,2.500387,0
2024-07-01,2.500038,2.507538,2.492460,2.499960,0
2024-07-02,2.499992,2.507538,2.492492,2.500038,0
2024-07-03,2.500415,2.507916,2.492492,2.499992,0
2024-07-04,2.498802,2.507916,2.491306,2.500415,0
2024-07-05,2.500406,2.507908,2.491306,2.498802,0
2024-07-08,2.501314,2.508817,2.492905,2.500406,0
2024-07-09,2.500868,2.508817,2.493365,2.501314,0
2024-07-10,2.497893,2.508370,2.490399,2.500868,0
2024-07-11,2.497814,2.505387,2.490320,2.497893,0
2024-07-12,2.496144,2.505307,2.488656,2.497814,0
2024-07-15,2.496362,2.503851,2.488656,2.496144,0
2024-07-16,2.495960,2.503851,2.488472,2.496362,0
2024-07-17,2.496026,2.503514,2.488472,2.495960,0
2024-07-18,2.494504,2.503514,2.487020,2.496026,0
2024-07-19,2.495393,2.502879,2.487020,2.494504,0
2024-07-22,2.495598,2.503085,2.487906,2.495393,0
2024-07-23,2.496052,2.503540,2.488112,2.495598,0
2024-07-24,2.495739,2.503540,2.488252,2.496052,0
2024-07-25,2.496132,2.503620,2.488252,2.495739,0
2024-07-26,2.496414,2.503903,2.488643,2.496132,0
2024-07-29,2.495854,2.503903,2.488366,2.496414,0
2024-07-30,2.495533,2.503341,2.488047,2.495854,0
2024-07-31,2.494585,2.503020,2.487101,2.495533,0
2024-08-01,2.494429,2.502069,2.486946,2.494585,0
2024-08-02,2.494011,2.501912,2.486529,2.494429,0
2024-08-05,2.496013,2.503501,2.486529,2.494011,0
2024-08-06,2.495888,2.503501,2.488400,2.496013,0
2024-08-07,2.496945,2.504436,2.488400,2.495888,0
2024-08-08,2.495768,2.504436,2.488280,2.496945,0
2024-08-09,2.495495,2.503255,2.488009,2.495768,0
2024-08-12,2.496268,2.503757,2.488009,2.495495,0
2024-08-13,2.494960,2.503757,2.487475,2.496268,0
2024-08-14,2.496732,2.504223,2.487475,2.494960,0
2024-08-15,2.497419,2.504911,2.489242,2.496732,0
2024-08-16,2.497441,2.504934,2.489927,2.497419,0
2024-08-19,2.498261,2.505756,2.489949,2.497441,0
2024-08-20,2.499530,2.507029,2.490766,2.498261,0
2024-08-21,2.500728,2.508230,2.492031,2.499530,0
2024-08-22,2.500505,2.508230,2.493003,2.500728,0
2024-08-23,2.501964,2.509470,2.493003,2.500505,0
2024-08-26,2.501430,2.509470,2.493925,2.501964,0
