Date,Close,High,Low,Open,Volume
,ASSET_E,ASSET_E,ASSET_E,ASSET_E,ASSET_E
2024-06-03,149.003186,150.450000,148.556176,150.000000,47067962
2024-06-04,140.670831,149.450195,140.248818,149.003186,9400086
2024-06-05,139.756638,141.092843,139.337368,140.670831,2499103
2024-06-06,142.328117,142.755101,139.337368,139.756638,21643064
2024-06-07,147.294231,147.736114,141.901133,142.328117,24528040
2024-06-10,144.973171,147.736114,144.538252,147.294231,33738037
2024-06-11,144.015371,145.408091,143.583325,144.973171,23619720
2024-06-12,143.875260,144.447417,143.443635,144.015371,44672170
2024-06-13,139.477374,144.306886,139.058942,143.875260,42590799
2024-06-14,139.563620,139.982311,139.058942,139.477374,29789891
2024-06-17,140.480057,140.901497,139.144929,139.563620,29384668
2024-06-18,143.467129,143.897530,140.058616,140.480057,6790854
2024-06-19,140.392640,143.897530,139.971462,143.467129,17118423
2024-06-20,139.657842,140.813818,139.238868,140.392640,15304021
2024-06-21,135.863920,140.076815,135.456328,139.657842,15451995
2024-06-24,136.997826,137.408820,135.456328,135.863920,48291700
2024-06-25,140.189108,140.609675,136.586833,136.997826,35853121
2024-06-26,143.680627,144.111668,139.768540,140.189108,3739000
2024-06-27,143.225000,144.111668,142.795325,143.680627,22700211
2024-06-28,144.880151,145.314792,142.795325,143.225000,11900632
2024-07-01,143.345079,145.314792,142.915043,144.880151,36647530
2024-07-02,141.835220,143.775114,141.409714,143.345079,39119898
2024-07-03,144.003133,144.435143,141.409714,141.835220,34069143
2024-07-04,140.458324,144.435143,140.036949,144.003133,15137268
2024-07-05,146.298705,146.737602,140.036949,140.458324,21312163
2024-07-08,144.682591,146.737602,144.248543,146.298705,29339764
2024-07-09,149.391895,149.840070,144.248543,144.682591,37241625
2024-07-10,154.206810,154.669430,148.943719,149.391895,36868064
2024-07-11,152.252540,154.669430,151.795782,154.206810,7866544
2024-07-12,153.182568,153.642115,151.795782,152.252540,17847621
2024-07-15,150.452645,153.642115,150.001287,153.182568,30744600
2024-07-16,153.200675,153.660277,150.001287,150.452645,49764365
2024-07-17,155.021296,155.486359,152.741073,153.200675,43896725
2024-07-18,153.965422,155.486359,153.503526,155.021296,3599818
2024-07-19,152.224472,154.427318,151.767798,153.965422,3976148
2024-07-22,149.981678,152.681145,149.531733,152.224472,38713468
2024-07-23,152.991877,153.450852,149.531733,149.981678,21517268
2024-07-24,161.410420,161.894651,152.532901,152.991877,30282450
2024-07-25,158.076036,161.894651,157.601808,161.410420,29631909
2024-07-26,156.796817,158.550264,156.326426,158.076036,8447653
2024-07-29,157.952706,158.426564,156.326426,156.796817,8243947
2024-07-30,155.566685,158.426564,155.099985,157.952706,20179797
2024-07-31,159.085107,159.562362,155.099985,155.566685,18207375
2024-08-01,159.106870,159.584190,158.607852,159.085107,22062730
2024-08-02,158.454258,159.584190,157.978895,159.106870,36246540
2024-08-05,155.361432,158.929621,154.895348,158.454258,46441881
2024-08-06,155.957652,156.425525,154.895348,155.361432,3664923
2024-08-07,153.930935,156.425525,153.469143,155.957652,21489021
2024-08-08,153.827046,154.392728,153.365565,153.930935,8463364
2024-08-09,153.207765,154.288527,152.748142,153.827046,7492384
2024-08-12,150.871096,153.667388,150.418483,153.207765,30604631
2024-08-13,150.144043,151.323709,149.693611,150.871096,28481601
2024-08-14,151.641037,152.095961,149.693611,150.144043,45748998
2024-08-15,151.758073,152.213347,151.186114,151.641037,49607438
2024-08-16,151.079825,152.213347,150.626586,151.758073,32374046
2024-08-19,153.427356,153.887638,150.626586,151.079825,11176310
2024-08-20,155.509826,155.976356,152.967074,153.427356,18329848
2024-08-21,155.510737,155.977270,155.043297,155.509826,9546702
2024-08-22,152.640755,155.977270,152.182832,155.510737,34897453
2024-08-23,154.987023,155.451984,152.182832,152.640755,27069242
2024-08-26,150.450226,155.451984,149.998875,154.987023,4434279
2024-08-27,149.455914,150.901577,149.007546,150.450226,32331222
2024-08-28,154.776833,155.241164,149.007546,149.455914,31312102
2024-08-29,149.954889,155.241164,149.505024,154.776833,4460690
2024-08-30,151.971178,152.427092,149.505024,149.954889,29207909
2024-09-02,152.022904,152.478973,151.515265,151.971178,43943268
2024-09-03,150.575506,152.478973,150.123779,152.022904,36859930
2024-09-04,150.574388,151.027233,150.122664,150.575506,2296685
2024-09-05,152.564202,153.021895,150.122664,150.574388,25338892
2024-09-06,155.852891,156.320450,152.106510,152.564202,40880190
2024-09-09,157.067581,157.538783,155.385332,155.852891,2125105
2024-09-10,152.700457,157.538783,152.242356,157.067581,27892008
2024-09-11,145.739282,153.158558,145.302064,152.700457,17718497
2024-09-12,148.681991,149.128037,145.302064,145.739282,2772846
2024-09-13,152.738257,153.196472,148.235945,148.681991,1065800
2024-09-16,152.516315,153.196472,152.058766,152.738257,13518926
2024-09-17,152.899498,153.358196,152.058766,152.516315,32810702
2024-09-18,141.703944,153.358196,141.278832,152.899498,32232596
2024-09-19,142.062275,142.488462,141.278832,141.703944,44186166
2024-09-20,138.804540,142.488462,138.388126,142.062275,31763558
2024-09-23,135.752587,139.220954,135.345330,138.804540,19933051
2024-09-24,134.089290,136.159845,133.687022,135.752587,36369689
2024-09-25,134.879022,135.283660,133.687022,134.089290,6949061
2024-09-26,136.238392,136.647107,134.474385,134.879022,41952286
2024-09-27,135.266231,136.647107,134.860432,136.238392,12160854
2024-09-30,134.550021,135.672029,134.146371,135.266231,49301655
2024-10-01,135.079774,135.485014,134.146371,134.550021,43930978
2024-10-02,141.690609,142.115681,134.674535,135.079774,32774479
2024-10-03,138.775008,142.115681,138.358683,141.690609,37258586
2024-10-04,135.363374,139.191333,134.957284,138.775008,10910638
2024-10-07,135.887024,136.294685,134.957284,135.363374,34028980
2024-10-08,141.406292,141.830511,135.479363,135.887024,28239500
2024-10-09,145.100192,145.535493,140.982073,141.406292,37164440
2024-10-10,148.450811,148.896163,144.664891,145.100192,41164586
2024-10-11,146.314487,148.896163,145.875544,148.450811,36656708
2024-10-14,149.364356,149.812449,145.875544,146.314487,20746905
2024-10-15,148.600355,149.812449,148.154554,149.364356,23637709
2024-10-16,148.020033,149.046156,147.575973,148.600355,35301354
2024-10-17,157.294054,157.765937,147.575973,148.020033,42072376
2024-10-18,152.417502,157.765937,151.960250,157.294054,19897744
2024-10-21,151.440175,152.874755,150.985854,152.417502,24718380
2024-10-22,151.359756,151.894495,150.905676,151.440175,6414745
2024-10-23,146.484575,151.813835,146.045121,151.359756,33104246
2024-10-24,147.994575,148.438558,146.045121,146.484575,15270547
2024-10-25,148.606626,149.052446,147.550591,147.994575,3058937
2024-10-28,151.591746,152.046521,148.160806,148.606626,11110279
2024-10-29,155.724093,156.191265,151.136970,151.591746,21483200
2024-10-30,154.235017,156.191265,153.772312,155.724093,7416228
2024-10-31,152.378957,154.697722,151.921821,154.235017,26779407
2024-11-01,148.692230,152.836094,148.246153,152.378957,23168085
2024-11-04,151.955249,152.411115,148.246153,148.692230,45996966
2024-11-05,151.040508,152.411115,150.587387,151.955249,16046100
2024-11-06,148.565285,151.493630,148.119589,151.040508,19373770
2024-11-07,146.105766,149.010981,145.667448,148.565285,45856852
2024-11-08,147.645821,148.088759,145.667448,146.105766,4718733
