Date,Close,High,Low,Open,Volume
,INDEX_B,INDEX_B,INDEX_B,INDEX_B,INDEX_B
2024-06-03,3957.062607,4012.000000,3945.191419,4000.000000,2895956
2024-06-04,3955.214465,3968.933794,3943.348821,3957.062607,2142619
2024-06-05,3961.555064,3973.439729,3943.348821,3955.214465,39118707
2024-06-06,3908.827987,3973.439729,3897.101503,3961.555064,24750487
2024-06-07,3938.924476,3950.741249,3897.101503,3908.827987,9973313
2024-06-10,3923.434888,3950.741249,3911.664583,3938.924476,7439750
2024-06-11,3931.482190,3943.276637,3911.664583,3923.434888,28462129
2024-06-12,3932.757990,3944.556264,3919.687744,3931.482190,39192914
2024-06-13,3987.047470,3999.008612,3920.959716,3932.757990,13146715
2024-06-14,3987.819615,3999.783074,3975.086327,3987.047470,5177026
2024-06-17,4047.386172,4059.528330,3975.856156,3987.819615,8124944
2024-06-18,4018.202353,4059.528330,4006.147746,4047.386172,26951555
2024-06-19,4025.334924,4037.410929,4006.147746,4018.202353,4664789
2024-06-20,4018.236629,4037.410929,4006.181919,4025.334924,9413593
2024-06-21,4048.585161,4060.730917,4006.181919,4018.236629,49302850
2024-06-24,4069.437298,4081.645610,4036.439406,4048.585161,2355234
2024-06-25,4112.978371,4125.317306,4057.228986,4069.437298,9476299
2024-06-26,4113.003860,4125.342872,4100.639436,4112.978371,28163866
2024-06-27,4152.842660,4165.301188,4100.664849,4113.003860,37833688
2024-06-28,4229.197089,4241.884680,4140.384132,4152.842660,35739142
2024-07-01,4208.869517,4241.884680,4196.242908,4229.197089,21305165
2024-07-02,4221.532030,4234.196626,4196.242908,4208.869517,32559776
2024-07-03,4320.520580,4333.482141,4208.867434,4221.532030,11305335
2024-07-04,4307.448108,4333.482141,4294.525763,4320.520580,40924257
2024-07-05,4326.356081,4339.335149,4294.525763,4307.448108,45554652
2024-07-08,4291.464387,4339.335149,4278.589994,4326.356081,10666032
2024-07-09,4306.687454,4319.607517,4278.589994,4291.464387,10888780
2024-07-10,4331.486074,4344.480532,4293.767392,4306.687454,3612249
2024-07-11,4312.861477,4344.480532,4299.922892,4331.486074,35374347
2024-07-12,4360.010056,4373.090086,4299.922892,4312.861477,43829807
2024-07-15,4341.349198,4373.090086,4328.325150,4360.010056,18468975
2024-07-16,4319.626598,4354.373246,4306.667718,4341.349198,4532240
2024-07-17,4324.606653,4337.580473,4306.667718,4319.626598,37630066
2024-07-18,4306.080734,4337.580473,4293.162492,4324.606653,40185199
2024-07-19,4388.253647,4401.418408,4293.162492,4306.080734,4409157
2024-07-22,4443.861002,4457.192585,4375.088886,4388.253647,16043756
2024-07-23,4429.382562,4457.192585,4416.094414,4443.861002,9727362
2024-07-24,4432.939202,4446.238019,4416.094414,4429.382562,32871635
2024-07-25,4424.013720,4446.238019,4410.741678,4432.939202,24876861
2024-07-26,4394.387964,4437.285761,4381.204800,4424.013720,15675670
2024-07-29,4373.496361,4407.571128,4360.375872,4394.387964,6297382
2024-07-30,4402.608916,4415.816743,4360.375872,4373.496361,46345292
2024-07-31,4407.292531,4420.514409,4389.401089,4402.608916,21920968
2024-08-01,4374.768006,4420.514409,4361.643702,4407.292531,11731203
2024-08-02,4355.007978,4387.892310,4341.942954,4374.768006,6292013
2024-08-05,4386.038170,4399.196284,4341.942954,4355.007978,21850385
2024-08-06,4338.186968,4399.196284,4325.172407,4386.038170,40234511
2024-08-07,4410.942447,4424.175274,4325.172407,4338.186968,40081437
2024-08-08,4386.932200,4424.175274,4373.771403,4410.942447,26010848
2024-08-09,4394.196595,4407.379185,4373.771403,4386.932200,19105149
2024-08-12,4403.258523,4416.468299,4381.014006,4394.196595,36299573
2024-08-13,4373.857626,4416.468299,4360.736054,4403.258523,40271923
2024-08-14,4340.095353,4386.979199,4327.075066,4373.857626,42394667
2024-08-15,4342.152698,4355.179157,4327.075066,4340.095353,4727906
2024-08-16,4396.365878,4409.554976,4329.126240,4342.152698,37711015
2024-08-19,4426.841254,4440.121778,4383.176780,4396.365878,28459792
2024-08-20,4394.515654,4440.121778,4381.332107,4426.841254,6435740
2024-08-21,4346.180606,4407.699201,4333.142064,4394.515654,17902182
2024-08-22,4375.669221,4388.796229,4333.142064,4346.180606,46003146
2024-08-23,4341.347178,4388.796229,4328.323136,4375.669221,32479259
2024-08-26,4352.178190,4365.234724,4328.323136,4341.347178,1361238
2024-08-27,4283.084795,4365.234724,4270.235540,4352.178190,20486981
2024-08-28,4243.808831,4295.934049,4231.077404,4283.084795,30849050
2024-08-29,4229.652726,4256.540257,4216.963768,4243.808831,8571499
2024-08-30,4249.197910,4261.945504,4216.963768,4229.652726,30024625
2024-09-02,4237.210986,4261.945504,4224.499353,4249.197910,32131805
2024-09-03,4183.638090,4249.922619,4171.087175,4237.210986,2633575
2024-09-04,4152.595006,4196.189004,4140.137221,4183.638090,32088580
2024-09-05,4122.605413,4165.052791,4110.237597,4152.595006,20679583
2024-09-06,4092.096294,4134.973229,4079.820005,4122.605413,26052359
2024-09-09,4067.015305,4104.372583,4054.814259,4092.096294,9745835
2024-09-10,4096.063441,4108.351632,4054.814259,4067.015305,10164822
2024-09-11,4139.907632,4152.327355,4083.775251,4096.063441,15638661
2024-09-12,4130.582038,4152.327355,4118.190291,4139.907632,40247202
2024-09-13,4105.652796,4142.973784,4093.335838,4130.582038,9600313
2024-09-16,4105.907267,4118.224989,4093.335838,4105.652796,6794882
2024-09-17,4025.358440,4118.224989,4013.282365,4105.907267,31219206
2024-09-18,4004.886531,4037.434515,3992.871871,4025.358440,42063035
2024-09-19,3955.184215,4016.901191,3943.318662,4004.886531,6755981
2024-09-20,3974.344375,3986.267408,3943.318662,3955.184215,6363916
2024-09-23,3980.962422,3992.905309,3962.421342,3974.344375,28236911
2024-09-24,4013.355045,4025.395110,3969.019534,3980.962422,22291756
2024-09-25,3947.045486,4025.395110,3935.204349,4013.355045,45549069
2024-09-26,3939.887325,3958.886622,3928.067663,3947.045486,14711630
2024-09-27,3947.598048,3959.440842,3928.067663,3939.887325,2451313
2024-09-30,3982.849499,3994.798048,3935.755254,3947.598048,17016515
2024-10-01,3951.337327,3994.798048,3939.483315,3982.849499,10769391
2024-10-02,3871.675315,3963.191339,3860.060289,3951.337327,2000283
2024-10-03,3880.692942,3892.335020,3860.060289,3871.675315,36208051
2024-10-04,3883.190546,3894.840118,3869.050863,3880.692942,8031123
2024-10-07,3926.090251,3937.868522,3871.540974,3883.190546,25285937
2024-10-08,3952.058044,3963.914219,3914.311980,3926.090251,16806656
2024-10-09,3982.189056,3994.135623,3940.201870,3952.058044,46117631
2024-10-10,4037.512794,4049.625332,3970.242489,3982.189056,22389932
2024-10-11,4033.368578,4049.625332,4021.268472,4037.512794,40428060
2024-10-14,4042.357573,4054.484646,4021.268472,4033.368578,20246893
2024-10-15,4019.831032,4054.484646,4007.771539,4042.357573,39441794
2024-10-16,4028.677565,4040.763598,4007.771539,4019.831032,19954074
2024-10-17,3995.530260,4040.763598,3983.543669,4028.677565,33421563
2024-10-18,3977.987074,4007.516850,3966.053113,3995.530260,36571367
2024-10-21,3919.568599,3989.921035,3907.809893,3977.987074,29045072
2024-10-22,3867.807534,3931.327305,3856.204111,3919.568599,2352301
2024-10-23,3885.087163,3896.742424,3856.204111,3867.807534,18360681
2024-10-24,3910.111425,3921.841759,3873.431901,3885.087163,47070453
2024-10-25,3913.519012,3925.259569,3898.381090,3910.111425,14561052
2024-10-28,3905.717602,3925.259569,3894.000449,3913.519012,46384114
2024-10-29,3902.675240,3917.434755,3890.967214,3905.717602,38874864
2024-10-30,3831.190162,3914.383265,3819.696592,3902.675240,24598444
2024-10-31,3773.501634,3842.683733,3762.181129,3831.190162,1749801
2024-11-01,3775.774140,3787.101462,3762.181129,3773.501634,24225162
2024-11-04,3770.640907,3787.101462,3759.328984,3775.774140,29800559
2024-11-05,3693.183724,3781.952830,3682.104173,3770.640907,1282661
2024-11-06,3673.118148,3704.263275,3662.098794,3693.183724,13595937
2024-11-07,3629.816649,3684.137503,3618.927199,3673.118148,24885137
2024-11-08,3641.445635,3652.369972,3618.927199,3629.816649,30757087
2024-11-11,3673.538056,3684.558670,3630.521298,3641.445635,48461698
2024-11-12,3681.142450,3692.185877,3662.517442,3673.538056,7328616
2024-11-13,3738.114101,3749.328444,3670.099022,3681.142450,5716358
2024-11-14,3752.719229,3763.977387,3726.899759,3738.114101,42369459
